Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,Reference date (as of 1 July),0-4,9-May,14-Oct,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,Gender
3007,Estimates,Kiribati,,296,Country,954,1980,4,4,4,4,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Female-Population
3008,Estimates,Kiribati,,296,Country,954,1985,5,4,3,4,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3009,Estimates,Kiribati,,296,Country,954,1990,6,5,4,3,4,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3010,Estimates,Kiribati,,296,Country,954,1995,6,5,5,4,3,4,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3011,Estimates,Kiribati,,296,Country,954,2000,6,5,5,4,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,Female-Population
3012,Estimates,Kiribati,,296,Country,954,2005,5,6,5,5,4,4,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,Female-Population
3013,Estimates,Kiribati,,296,Country,954,2010,7,5,6,5,5,4,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,Female-Population
3014,Estimates,Kiribati,,296,Country,954,2015,7,7,5,6,5,5,4,3,3,3,3,2,1,1,1,0,0,0,0,0,0,Female-Population
3015,Estimates,Kiribati,,296,Country,954,2020,7,7,7,5,5,5,5,4,3,3,3,2,2,1,1,1,0,0,0,0,0,Female-Population
3016,Estimates,Micronesia (Fed. States of),,583,Country,954,1950,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Female-Population
3017,Estimates,Micronesia (Fed. States of),,583,Country,954,1955,4,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Female-Population
3018,Estimates,Micronesia (Fed. States of),,583,Country,954,1960,4,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Female-Population
3019,Estimates,Micronesia (Fed. States of),,583,Country,954,1965,5,4,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Female-Population
3020,Estimates,Micronesia (Fed. States of),,583,Country,954,1970,5,4,4,3,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Female-Population
3021,Estimates,Micronesia (Fed. States of),,583,Country,954,1975,6,5,4,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3022,Estimates,Micronesia (Fed. States of),,583,Country,954,1980,6,6,5,4,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3023,Estimates,Micronesia (Fed. States of),,583,Country,954,1985,7,6,6,5,4,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3024,Estimates,Micronesia (Fed. States of),,583,Country,954,1990,7,7,6,5,4,3,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,Female-Population
3025,Estimates,Micronesia (Fed. States of),,583,Country,954,1995,8,7,7,6,4,4,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,Female-Population
3026,Estimates,Micronesia (Fed. States of),,583,Country,954,2000,7,7,7,7,5,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,Female-Population
3027,Estimates,Micronesia (Fed. States of),,583,Country,954,2005,6,7,7,6,6,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,Female-Population
3028,Estimates,Micronesia (Fed. States of),,583,Country,954,2010,6,6,6,6,4,4,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,Female-Population
3029,Estimates,Micronesia (Fed. States of),,583,Country,954,2015,6,6,6,6,5,4,4,3,3,3,2,2,2,1,1,0,0,0,0,0,0,Female-Population
3030,Estimates,Micronesia (Fed. States of),,583,Country,954,2020,6,6,6,6,6,5,4,3,3,3,3,2,2,1,1,0,0,0,0,0,0,Female-Population
3046,Estimates,French Polynesia,,258,Country,957,1950,4,4,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,Female-Population
3047,Estimates,French Polynesia,,258,Country,957,1955,6,4,4,4,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,Female-Population
3048,Estimates,French Polynesia,,258,Country,957,1960,7,6,4,4,3,3,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,Female-Population
3049,Estimates,French Polynesia,,258,Country,957,1965,8,7,6,4,4,3,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,Female-Population
3050,Estimates,French Polynesia,,258,Country,957,1970,9,8,7,5,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3051,Estimates,French Polynesia,,258,Country,957,1975,10,10,8,7,6,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,Female-Population
3052,Estimates,French Polynesia,,258,Country,957,1980,10,10,10,9,7,6,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0,Female-Population
3053,Estimates,French Polynesia,,258,Country,957,1985,11,10,10,10,8,7,7,4,4,3,3,2,2,1,1,0,0,0,0,0,0,Female-Population
3054,Estimates,French Polynesia,,258,Country,957,1990,13,11,10,10,10,8,7,6,4,4,3,3,2,2,1,1,0,0,0,0,0,Female-Population
3055,Estimates,French Polynesia,,258,Country,957,1995,12,13,11,10,10,10,9,7,6,4,4,3,2,2,1,1,1,0,0,0,0,Female-Population
3056,Estimates,French Polynesia,,258,Country,957,2000,12,12,13,12,9,10,10,10,7,6,4,4,3,2,1,1,0,0,0,0,0,Female-Population
3057,Estimates,French Polynesia,,258,Country,957,2005,11,12,12,13,11,10,10,10,9,7,6,4,4,3,2,1,1,0,0,0,0,Female-Population
3058,Estimates,French Polynesia,,258,Country,957,2010,10,11,12,11,12,11,9,10,10,9,7,6,4,3,2,2,1,0,0,0,0,Female-Population
3059,Estimates,French Polynesia,,258,Country,957,2015,9,11,10,11,10,12,11,9,10,9,9,6,6,3,3,2,1,0,0,0,0,Female-Population
3060,Estimates,French Polynesia,,258,Country,957,2020,10,9,11,10,11,9,12,11,9,10,9,8,6,5,3,3,1,1,0,0,0,Female-Population
3061,Estimates,Samoa,,882,Country,957,1950,7,6,5,4,4,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,Female-Population
3062,Estimates,Samoa,,882,Country,957,1955,10,7,6,5,4,4,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3063,Estimates,Samoa,,882,Country,957,1960,10,9,7,5,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,Female-Population
3064,Estimates,Samoa,,882,Country,957,1965,13,11,9,6,5,4,4,3,2,2,2,1,1,1,0,0,0,0,0,0,0,Female-Population
3065,Estimates,Samoa,,882,Country,957,1970,13,12,10,8,5,4,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,Female-Population
3066,Estimates,Samoa,,882,Country,957,1975,13,12,12,9,6,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,Female-Population
3067,Estimates,Samoa,,882,Country,957,1980,11,11,11,10,7,5,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,Female-Population
3068,Estimates,Samoa,,882,Country,957,1985,11,11,11,10,8,5,5,3,3,2,3,2,2,1,1,0,0,0,0,0,0,Female-Population
3069,Estimates,Samoa,,882,Country,957,1990,11,10,10,10,7,6,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0,Female-Population
3070,Estimates,Samoa,,882,Country,957,1995,12,11,10,9,7,6,5,4,4,3,3,2,2,2,1,1,0,0,0,0,0,Female-Population
3071,Estimates,Samoa,,882,Country,957,2000,12,12,10,8,7,6,6,5,4,3,3,2,2,2,1,1,0,0,0,0,0,Female-Population
3072,Estimates,Samoa,,882,Country,957,2005,12,11,11,8,7,6,6,5,5,4,3,2,2,2,1,1,1,0,0,0,0,Female-Population
3073,Estimates,Samoa,,882,Country,957,2010,12,11,11,9,7,6,6,5,5,4,4,3,2,2,1,1,1,0,0,0,0,Female-Population
3074,Estimates,Samoa,,882,Country,957,2015,14,12,10,9,7,6,6,5,5,5,4,3,2,2,1,1,1,0,0,0,0,Female-Population
3075,Estimates,Samoa,,882,Country,957,2020,13,12,11,9,8,7,5,5,5,5,4,4,3,2,2,1,1,0,0,0,0,Female-Population
3076,Estimates,Tonga,,776,Country,957,1950,5,4,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Female-Population
3077,Estimates,Tonga,,776,Country,957,1955,5,4,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Female-Population
3078,Estimates,Tonga,,776,Country,957,1960,6,4,4,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,Female-Population
3079,Estimates,Tonga,,776,Country,957,1965,7,5,4,4,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3080,Estimates,Tonga,,776,Country,957,1970,7,7,5,4,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3081,Estimates,Tonga,,776,Country,957,1975,6,7,6,5,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,Female-Population
3082,Estimates,Tonga,,776,Country,957,1980,6,6,7,6,4,3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,Female-Population
3083,Estimates,Tonga,,776,Country,957,1985,7,6,6,6,5,3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,Female-Population
3084,Estimates,Tonga,,776,Country,957,1990,6,6,5,5,5,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,Female-Population
3085,Estimates,Tonga,,776,Country,957,1995,7,6,6,5,4,4,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,Female-Population
3086,Estimates,Tonga,,776,Country,957,2000,6,6,5,5,4,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,Female-Population
3087,Estimates,Tonga,,776,Country,957,2005,7,6,6,5,5,4,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,Female-Population
3088,Estimates,Tonga,,776,Country,957,2010,7,6,6,5,4,4,4,3,3,2,2,1,1,1,1,1,1,0,0,0,0,Female-Population
3089,Estimates,Tonga,,776,Country,957,2015,6,6,6,5,4,4,4,3,3,3,2,2,1,1,1,1,0,0,0,0,0,Female-Population
3090,Estimates,Tonga,,776,Country,957,2020,6,6,6,5,5,4,3,3,3,3,2,2,2,1,1,1,0,0,0,0,0,Female-Population
3136,Estimates,Belarus,,112,Country,923,1950,325,288,420,403,425,338,223,327,300,281,203,179,183,153,119,86,40,20,8,2,0,Female-Population
3137,Estimates,Belarus,,112,Country,923,1955,392,307,270,399,379,402,319,206,307,276,257,182,157,156,121,84,50,18,6,1,0,Female-Population
3138,Estimates,Belarus,,112,Country,923,1960,466,380,298,261,387,367,389,308,197,293,261,240,166,139,130,90,51,23,5,1,0,Female-Population
3139,Estimates,Belarus,,112,Country,923,1965,425,458,374,293,255,381,360,381,300,190,281,247,224,150,118,99,58,23,7,1,0,Female-Population
3140,Estimates,Belarus,,112,Country,923,1970,351,428,461,376,294,257,382,360,380,298,187,274,236,207,131,93,67,27,7,1,0,Female-Population
3141,Estimates,Belarus,,112,Country,923,1975,364,355,421,433,359,298,259,381,356,376,307,187,258,226,174,104,75,32,9,1,0,Female-Population
3142,Estimates,Belarus,,112,Country,923,1980,361,355,352,410,415,368,317,245,376,344,375,310,185,233,199,143,80,37,11,2,0,Female-Population
3143,Estimates,Belarus,,112,Country,923,1985,393,362,354,357,405,418,371,315,244,368,338,369,295,172,206,157,100,40,13,2,0,Female-Population
3144,Estimates,Belarus,,112,Country,923,1990,383,395,364,360,342,405,424,372,312,240,358,328,353,270,148,163,101,54,16,4,0,Female-Population
3145,Estimates,Belarus,,112,Country,923,1995,289,386,396,364,350,337,404,422,367,305,232,343,308,322,232,115,103,52,20,4,1,Female-Population
3146,Estimates,Belarus,,112,Country,923,2000,222,287,381,388,351,344,341,400,419,361,298,225,329,282,280,182,81,47,16,4,1,Female-Population
3147,Estimates,Belarus,,112,Country,923,2005,217,221,287,372,373,344,340,338,396,411,354,289,212,302,244,221,122,37,15,3,0,Female-Population
3148,Estimates,Belarus,,112,Country,923,2010,248,213,221,291,375,368,341,338,335,390,403,345,276,197,268,196,155,62,13,3,0,Female-Population
3149,Estimates,Belarus,,112,Country,923,2015,280,251,215,223,293,375,368,341,337,333,386,395,333,261,179,223,140,87,24,3,0,Female-Population
3150,Estimates,Belarus,,112,Country,923,2020,271,289,236,216,207,319,397,356,332,331,317,410,380,353,170,181,165,81,35,6,0,Female-Population
3151,Estimates,Bulgaria,,100,Country,923,1950,358,299,297,338,340,337,205,263,252,217,180,141,138,110,78,46,18,8,2,0,0,Female-Population
3152,Estimates,Bulgaria,,100,Country,923,1955,344,348,294,291,331,333,331,202,255,244,209,170,130,122,90,56,26,9,3,1,0,Female-Population
3153,Estimates,Bulgaria,,100,Country,923,1960,324,338,346,291,289,327,330,326,197,250,238,200,160,117,101,66,33,12,3,1,0,Female-Population
3154,Estimates,Bulgaria,,100,Country,923,1965,314,322,338,342,289,287,325,327,323,194,244,232,192,145,100,75,41,16,5,1,0,Female-Population
3155,Estimates,Bulgaria,,100,Country,923,1970,315,309,324,334,339,286,286,322,324,319,190,237,223,175,124,74,46,20,6,1,0,Female-Population
3156,Estimates,Bulgaria,,100,Country,923,1975,330,310,306,319,330,337,285,284,318,318,309,186,227,202,150,91,45,21,6,1,0,Female-Population
3157,Estimates,Bulgaria,,100,Country,923,1980,331,322,304,304,310,325,333,281,280,312,308,298,177,208,169,113,55,20,7,1,0,Female-Population
3158,Estimates,Bulgaria,,100,Country,923,1985,296,329,321,300,300,311,324,333,278,276,307,299,286,159,178,128,67,24,6,1,0,Female-Population
3159,Estimates,Bulgaria,,100,Country,923,1990,273,286,318,314,289,289,305,317,325,271,267,295,284,263,136,135,79,30,7,1,0,Female-Population
3160,Estimates,Bulgaria,,100,Country,923,1995,205,255,271,300,293,273,274,289,301,311,259,253,277,257,224,104,86,36,9,1,0,Female-Population
3161,Estimates,Bulgaria,,100,Country,923,2000,156,201,253,263,290,281,263,268,281,293,303,247,239,253,222,172,66,38,10,1,0,Female-Population
3162,Estimates,Bulgaria,,100,Country,923,2005,161,151,197,248,251,278,272,254,260,273,286,296,239,222,225,175,114,31,12,2,0,Female-Population
3163,Estimates,Bulgaria,,100,Country,923,2010,182,155,149,194,240,236,266,264,245,250,265,279,288,226,200,183,118,56,10,2,0,Female-Population
3164,Estimates,Bulgaria,,100,Country,923,2015,164,181,154,148,192,236,231,262,260,241,245,258,270,274,207,168,130,60,16,1,0,Female-Population
3165,Estimates,Bulgaria,,100,Country,923,2020,152,164,180,152,145,189,233,228,259,257,236,238,248,255,250,176,124,67,19,3,0,Female-Population
3166,Estimates,Czechia,,203,Country,923,1950,437,356,272,306,342,395,206,365,368,347,307,248,208,169,124,79,38,12,2,0,0,Female-Population
3167,Estimates,Czechia,,203,Country,923,1955,421,435,356,273,309,346,397,207,362,363,338,295,232,186,138,87,43,14,3,0,0,Female-Population
3168,Estimates,Czechia,,203,Country,923,1960,354,418,434,355,273,307,339,389,203,357,355,326,278,210,155,101,50,18,4,0,0,Female-Population
3169,Estimates,Czechia,,203,Country,923,1965,336,354,418,434,355,273,307,338,386,200,350,343,309,253,177,115,60,21,5,1,0,Female-Population
3170,Estimates,Czechia,,203,Country,923,1970,334,332,351,416,431,353,269,300,329,374,192,336,323,280,214,131,68,25,6,1,0,Female-Population
3171,Estimates,Czechia,,203,Country,923,1975,413,333,332,351,416,431,352,268,298,325,367,186,319,294,237,159,78,29,7,1,0,Female-Population
3172,Estimates,Czechia,,203,Country,923,1980,437,412,333,332,351,416,430,351,267,295,319,355,176,291,251,178,96,34,8,1,0,Female-Population
3173,Estimates,Czechia,,203,Country,923,1985,338,435,411,331,329,346,409,422,345,263,289,309,336,161,248,188,107,41,9,1,0,Female-Population
3174,Estimates,Czechia,,203,Country,923,1990,315,336,435,412,332,328,346,407,417,340,259,282,295,309,139,191,118,48,12,1,0,Female-Population
3175,Estimates,Czechia,,203,Country,923,1995,289,315,336,435,413,334,330,347,406,413,335,252,269,272,269,110,125,57,15,2,0,Female-Population
3176,Estimates,Czechia,,203,Country,923,2000,218,289,316,338,438,417,337,332,347,403,408,327,243,252,242,218,76,65,19,3,0,Female-Population
3177,Estimates,Czechia,,203,Country,923,2005,228,218,289,317,341,441,419,339,332,345,398,399,315,229,228,202,155,41,23,4,0,Female-Population
3178,Estimates,Czechia,,203,Country,923,2010,277,233,220,296,335,359,448,423,343,335,345,391,386,301,213,197,151,90,16,5,0,Female-Population
3179,Estimates,Czechia,,203,Country,923,2015,268,278,234,222,300,341,364,451,424,343,333,339,380,368,278,187,153,92,36,4,0,Female-Population
3180,Estimates,Czechia,,203,Country,923,2020,272,270,279,238,230,310,349,369,453,424,341,328,331,364,342,246,148,96,39,9,0,Female-Population
3181,Estimates,Hungary,,348,Country,923,1950,404,379,363,378,397,411,263,384,365,328,303,248,211,174,119,69,33,11,2,0,0,Female-Population
3182,Estimates,Hungary,,348,Country,923,1955,461,393,383,359,377,394,427,234,392,355,321,289,227,189,142,82,36,12,3,0,0,Female-Population
3183,Estimates,Hungary,,348,Country,923,1960,399,454,387,377,347,365,382,419,227,380,343,306,269,202,155,101,48,14,3,0,0,Female-Population
3184,Estimates,Hungary,,348,Country,923,1965,308,396,454,385,374,345,364,379,416,223,372,331,290,245,171,114,60,20,4,0,0,Female-Population
3185,Estimates,Hungary,,348,Country,923,1970,347,308,395,455,384,372,344,361,375,410,217,359,314,264,208,129,69,25,5,1,0,Female-Population
3186,Estimates,Hungary,,348,Country,923,1975,378,343,308,394,450,379,368,340,358,369,402,210,341,287,225,157,79,30,7,1,0,Female-Population
3187,Estimates,Hungary,,348,Country,923,1980,426,379,344,308,393,447,375,365,337,353,360,388,199,312,246,169,99,35,8,1,0,Female-Population
3188,Estimates,Hungary,,348,Country,923,1985,314,425,378,339,303,387,439,369,358,328,341,344,362,179,263,184,101,45,10,1,0,Female-Population
3189,Estimates,Hungary,,348,Country,923,1990,300,311,424,377,335,299,380,431,361,349,318,326,322,327,153,201,116,48,14,2,0,Female-Population
3190,Estimates,Hungary,,348,Country,923,1995,292,304,318,420,375,337,302,381,429,358,345,311,313,299,287,122,136,57,15,3,0,Female-Population
3191,Estimates,Hungary,,348,Country,923,2000,240,291,308,326,416,372,339,304,380,424,352,337,300,294,266,231,86,70,19,3,0,Female-Population
3192,Estimates,Hungary,,348,Country,923,2005,232,240,291,309,329,419,374,341,303,376,416,342,325,281,263,219,162,47,25,4,0,Female-Population
3193,Estimates,Hungary,,348,Country,923,2010,235,234,248,305,295,318,405,389,338,304,375,424,331,298,253,211,137,92,18,6,0,Female-Population
3194,Estimates,Hungary,,348,Country,923,2015,218,235,235,250,307,298,319,406,388,335,298,364,405,311,271,215,156,80,37,4,1,Female-Population
3195,Estimates,Hungary,,348,Country,923,2020,224,218,236,236,252,310,299,320,405,385,330,290,349,381,285,236,166,95,35,10,0,Female-Population
3196,Estimates,Poland,,616,Country,923,1950,  1 450,  1 000,  1 152,  1 208,  1 210,  1 108,732,956,943,829,678,508,435,313,214,140,76,32,9,1,0,Female-Population
3197,Estimates,Poland,,616,Country,923,1955,  1 740,  1 431,995,  1 146,  1 199,  1 198,  1 094,721,937,918,799,643,469,381,251,148,78,31,9,1,0,Female-Population
3198,Estimates,Poland,,616,Country,923,1960,  1 756,  1 706,  1 408,965,  1 097,  1 167,  1 186,  1 091,679,901,906,771,612,417,314,181,88,34,9,2,0,Female-Population
3199,Estimates,Poland,,616,Country,923,1965,  1 379,  1 740,  1 698,  1 402,960,  1 092,  1 158,  1 171,  1 080,671,878,874,729,558,357,239,113,41,11,2,0,Female-Population
3200,Estimates,Poland,,616,Country,923,1970,  1 252,  1 369,  1 732,  1 688,  1 389,949,  1 085,  1 147,  1 153,  1 059,654,847,828,667,477,274,151,53,13,2,0,Female-Population
3201,Estimates,Poland,,616,Country,923,1975,  1 370,  1 239,  1 362,  1 716,  1 664,  1 371,937,  1 075,  1 133,  1 133,  1 033,630,806,763,578,367,177,74,17,2,0,Female-Population
3202,Estimates,Poland,,616,Country,923,1980,  1 564,  1 376,  1 241,  1 357,  1 699,  1 639,  1 353,925,  1 061,  1 113,  1 104,996,595,745,665,454,242,88,24,3,0,Female-Population
3203,Estimates,Poland,,616,Country,923,1985,  1 659,  1 580,  1 395,  1 236,  1 327,  1 652,  1 621,  1 373,926,  1 045,  1 081,  1 059,932,541,652,514,293,119,29,5,0,Female-Population
3204,Estimates,Poland,,616,Country,923,1990,  1 437,  1 645,  1 571,  1 389,  1 225,  1 305,  1 612,  1 580,  1 347,908,  1 023,  1 047,  1 006,858,472,517,342,146,39,6,0,Female-Population
3205,Estimates,Poland,,616,Country,923,1995,  1 249,  1 431,  1 642,  1 563,  1 374,  1 207,  1 288,  1 596,  1 561,  1 325,887,991,997,930,752,377,350,175,49,7,1,Female-Population
3206,Estimates,Poland,,616,Country,923,2000,  1 002,  1 245,  1 429,  1 638,  1 557,  1 367,  1 199,  1 278,  1 580,  1 540,  1 299,862,950,931,828,612,262,187,62,10,1,Female-Population
3207,Estimates,Poland,,616,Country,923,2005,870,994,  1 240,  1 422,  1 628,  1 539,  1 341,  1 182,  1 271,  1 565,  1 516,  1 266,830,896,845,698,448,152,74,14,1,Female-Population
3208,Estimates,Poland,,616,Country,923,2010,977,873,989,  1 223,  1 396,  1 594,  1 514,  1 334,  1 177,  1 258,  1 540,  1 479,  1 219,783,821,730,533,273,64,18,2,Female-Population
3209,Estimates,Poland,,616,Country,923,2015,920,969,859,977,  1 210,  1 370,  1 553,  1 473,  1 301,  1 148,  1 228,  1 497,  1 423,  1 155,723,720,575,346,130,20,3,Female-Population
3210,Estimates,Poland,,616,Country,923,2020,918,926,963,853,971,  1 202,  1 356,  1 533,  1 456,  1 285,  1 128,  1 196,  1 445,  1 354,  1 076,645,585,392,177,44,4,Female-Population
3211,Estimates,Republic of Moldova,13,498,Country,923,1950,100,101,123,114,118,109,70,98,76,75,56,44,49,41,33,24,10,5,2,1,0,Female-Population
3212,Estimates,Republic of Moldova,13,498,Country,923,1955,158,104,106,138,119,123,113,72,101,77,75,54,41,43,34,24,13,4,1,0,0,Female-Population
3213,Estimates,Republic of Moldova,13,498,Country,923,1960,196,164,110,120,144,125,129,117,75,102,77,72,51,37,36,25,13,5,1,0,0,Female-Population
3214,Estimates,Republic of Moldova,13,498,Country,923,1965,193,200,169,123,123,147,128,131,119,76,100,74,67,45,31,26,14,5,2,0,0,Female-Population
3215,Estimates,Republic of Moldova,13,498,Country,923,1970,167,196,204,182,126,126,149,130,132,118,75,96,69,60,38,23,14,6,2,0,0,Female-Population
3216,Estimates,Republic of Moldova,13,498,Country,923,1975,183,168,197,198,184,128,125,147,127,130,122,74,89,64,47,28,16,7,2,0,0,Female-Population
3217,Estimates,Republic of Moldova,13,498,Country,923,1980,186,178,165,190,188,178,137,116,142,124,128,117,73,78,53,35,18,7,2,0,0,Female-Population
3218,Estimates,Republic of Moldova,13,498,Country,923,1985,206,185,173,169,179,190,177,135,113,136,120,123,107,64,65,39,22,8,2,0,0,Female-Population
3219,Estimates,Republic of Moldova,13,498,Country,923,1990,209,204,186,170,145,176,193,177,132,109,129,113,114,94,52,47,23,10,2,0,0,Female-Population
3220,Estimates,Republic of Moldova,13,498,Country,923,1995,161,205,201,181,160,139,171,187,170,125,103,119,101,97,74,36,24,11,3,0,0,Female-Population
3221,Estimates,Republic of Moldova,13,498,Country,923,2000,118,159,206,198,175,149,129,164,176,166,106,96,102,85,77,52,18,11,3,1,0,Female-Population
3222,Estimates,Republic of Moldova,13,498,Country,923,2005,99,118,158,205,198,174,148,127,161,171,161,101,87,89,69,56,31,8,4,1,0,Female-Population
3223,Estimates,Republic of Moldova,13,498,Country,923,2010,107,102,120,164,203,179,156,140,131,160,163,149,89,76,73,53,38,15,3,1,0,Female-Population
3224,Estimates,Republic of Moldova,13,498,Country,923,2015,107,106,98,119,163,207,176,153,137,127,162,154,148,73,66,56,36,19,5,1,0,Female-Population
3225,Estimates,Republic of Moldova,13,498,Country,923,2020,99,107,105,98,118,162,206,175,152,135,125,157,146,136,64,53,38,19,7,1,0,Female-Population
3226,Estimates,Romania,,642,Country,923,1950,808,641,832,792,782,715,446,646,573,476,446,375,314,252,159,77,35,13,5,2,0,Female-Population
3227,Estimates,Romania,,642,Country,923,1955,951,791,637,827,786,774,707,440,635,560,460,424,346,274,200,107,43,15,4,1,0,Female-Population
3228,Estimates,Romania,,642,Country,923,1960,911,935,787,635,823,780,767,699,433,623,544,440,395,306,221,138,62,19,5,1,0,Female-Population
3229,Estimates,Romania,,642,Country,923,1965,720,903,933,785,632,818,775,761,692,427,608,525,416,358,258,162,82,27,5,1,0,Female-Population
3230,Estimates,Romania,,642,Country,923,1970,990,714,901,931,782,629,814,769,753,681,416,587,496,377,298,185,92,33,7,1,0,Female-Population
3231,Estimates,Romania,,642,Country,923,1975,985,984,712,899,927,778,625,808,762,743,667,402,556,453,319,220,109,39,8,1,0,Female-Population
3232,Estimates,Romania,,642,Country,923,1980,  1 001,977,981,707,888,913,766,616,797,749,725,643,381,508,386,239,129,44,9,1,0,Female-Population
3233,Estimates,Romania,,642,Country,923,1985,857,991,973,972,689,865,893,750,602,781,730,699,608,347,434,291,144,55,12,1,0,Female-Population
3234,Estimates,Romania,,642,Country,923,1990,886,848,987,964,953,667,844,875,735,589,760,703,662,557,297,329,178,61,14,2,0,Female-Population
3235,Estimates,Romania,,642,Country,923,1995,617,871,840,967,920,900,623,809,847,711,567,729,664,605,479,227,205,80,18,2,0,Female-Population
3236,Estimates,Romania,,642,Country,923,2000,536,606,864,824,914,836,841,596,786,824,688,543,688,608,522,371,143,91,22,3,0,Female-Population
3237,Estimates,Romania,,642,Country,923,2005,508,532,601,848,765,836,796,825,585,768,800,662,515,636,533,414,246,72,31,5,0,Female-Population
3238,Estimates,Romania,,642,Country,923,2010,540,502,531,582,737,632,793,774,798,570,746,772,630,479,567,435,285,128,25,6,0,Female-Population
3239,Estimates,Romania,,642,Country,923,2015,478,530,496,517,550,698,599,768,755,781,554,723,740,592,434,477,316,160,49,6,1,Female-Population
3240,Estimates,Romania,,642,Country,923,2020,457,469,525,483,487,514,667,576,750,740,764,537,694,698,542,371,353,181,62,11,1,Female-Population
3241,Estimates,Russian Federation,,643,Country,923,1950,  5 458,  3 449,  6 256,  5 169,  6 403,  4 814,  3 696,  4 674,  4 167,  3 669,  2 854,  2 307,  1 928,  1 470,941,561,254,104,34,12,5,Female-Population
3242,Estimates,Russian Federation,,643,Country,923,1955,  6 316,  5 244,  3 423,  6 281,  5 060,  6 215,  4 688,  3 611,  4 581,  4 070,  3 564,  2 738,  2 162,  1 737,  1 238,701,403,120,34,7,2,Female-Population
3243,Estimates,Russian Federation,,643,Country,923,1960,  6 510,  6 173,  5 188,  3 419,  6 151,  4 924,  6 145,  4 558,  3 450,  4 581,  3 957,  3 443,  2 559,  1 952,  1 478,956,499,194,40,7,1,Female-Population
3244,Estimates,Russian Federation,,643,Country,923,1965,  5 687,  6 489,  6 068,  5 105,  3 371,  6 061,  4 798,  6 044,  4 482,  3 358,  4 526,  3 877,  3 267,  2 322,  1 635,  1 133,636,242,66,9,1,Female-Population
3245,Estimates,Russian Federation,,643,Country,923,1970,  4 636,  5 738,  6 399,  5 936,  5 019,  3 311,  5 941,  4 599,  5 863,  4 498,  3 267,  4 451,  3 761,  2 987,  1 956,  1 178,794,310,83,14,1,Female-Population
